"title","start_time","end_time","description","exercise_title","superset_id","exercise_notes","set_index","set_type","weight_kg","reps","distance_km","duration_seconds","rpe"
"Legs","Apr 17, 2026, 5:46 PM","Apr 17, 2026, 6:39 PM","","Leg Press Horizontal (Machine)",,"",0,"normal",22.5,20,,,6
"Legs","Apr 17, 2026, 5:46 PM","Apr 17, 2026, 6:39 PM","","Leg Press Horizontal (Machine)",,"",1,"normal",60,12,,,9
"Legs","Apr 17, 2026, 5:46 PM","Apr 17, 2026, 6:39 PM","","Leg Press Horizontal (Machine)",,"",2,"normal",60,12,,,9.5
"Legs","Apr 17, 2026, 5:46 PM","Apr 17, 2026, 6:39 PM","","Leg Press Horizontal (Machine)",,"",3,"normal",60,16,,,10
"Legs","Apr 17, 2026, 5:46 PM","Apr 17, 2026, 6:39 PM","","Leg Extension (Machine)",,"",0,"normal",48.75,12,,,9
"Legs","Apr 17, 2026, 5:46 PM","Apr 17, 2026, 6:39 PM","","Leg Extension (Machine)",,"",1,"normal",48.75,12,,,9.5
"Legs","Apr 17, 2026, 5:46 PM","Apr 17, 2026, 6:39 PM","","Leg Extension (Machine)",,"",2,"normal",48.75,12,,,10
"Legs","Apr 17, 2026, 5:46 PM","Apr 17, 2026, 6:39 PM","","Lying Leg Curl (Machine)",,"",0,"normal",33.75,12,,,9.5
"Legs","Apr 17, 2026, 5:46 PM","Apr 17, 2026, 6:39 PM","","Lying Leg Curl (Machine)",,"",1,"normal",33.75,8,,,10
"Legs","Apr 17, 2026, 5:46 PM","Apr 17, 2026, 6:39 PM","","Lying Leg Curl (Machine)",,"",2,"normal",33.75,8,,,10
"Legs","Apr 17, 2026, 5:46 PM","Apr 17, 2026, 6:39 PM","","Hip Abduction (Machine)",,"",0,"normal",48.75,12,,,9.5
"Legs","Apr 17, 2026, 5:46 PM","Apr 17, 2026, 6:39 PM","","Hip Abduction (Machine)",,"",1,"normal",48.75,12,,,10
"Legs","Apr 17, 2026, 5:46 PM","Apr 17, 2026, 6:39 PM","","Hip Abduction (Machine)",,"",2,"normal",41.25,12,,,10
"Legs","Apr 17, 2026, 5:46 PM","Apr 17, 2026, 6:39 PM","","Hip Adduction (Machine)",,"",0,"normal",41.25,12,,,9.5
"Legs","Apr 17, 2026, 5:46 PM","Apr 17, 2026, 6:39 PM","","Hip Adduction (Machine)",,"",1,"normal",41.25,12,,,9.5
"Legs","Apr 17, 2026, 5:46 PM","Apr 17, 2026, 6:39 PM","","Hip Adduction (Machine)",,"",2,"normal",41.25,12,,,10
"Legs","Apr 17, 2026, 5:46 PM","Apr 17, 2026, 6:39 PM","","Seated Bicep Curl",,"",0,"normal",12,10,,,9
"Legs","Apr 17, 2026, 5:46 PM","Apr 17, 2026, 6:39 PM","","Seated Bicep Curl",,"",1,"normal",12,10,,,9.5
"Legs","Apr 17, 2026, 5:46 PM","Apr 17, 2026, 6:39 PM","","Seated Bicep Curl",,"",2,"normal",12,8,,,10
"Upper Body Pull (Back, Bicep, Rear Delts)","Apr 13, 2026, 5:11 PM","Apr 13, 2026, 6:25 PM","","Lat Pulldown (Machine)",,"",0,"normal",26.25,20,,,6
"Upper Body Pull (Back, Bicep, Rear Delts)","Apr 13, 2026, 5:11 PM","Apr 13, 2026, 6:25 PM","","Lat Pulldown (Machine)",,"",1,"normal",52.5,11,,,9.5
"Upper Body Pull (Back, Bicep, Rear Delts)","Apr 13, 2026, 5:11 PM","Apr 13, 2026, 6:25 PM","","Lat Pulldown (Machine)",,"",2,"normal",52.5,9,,,9.5
"Upper Body Pull (Back, Bicep, Rear Delts)","Apr 13, 2026, 5:11 PM","Apr 13, 2026, 6:25 PM","","Lat Pulldown (Machine)",,"",3,"normal",52.5,8,,,10
"Upper Body Pull (Back, Bicep, Rear Delts)","Apr 13, 2026, 5:11 PM","Apr 13, 2026, 6:25 PM","","Lat Pulldown (Machine)",,"",4,"normal",45,12,,,10
"Upper Body Pull (Back, Bicep, Rear Delts)","Apr 13, 2026, 5:11 PM","Apr 13, 2026, 6:25 PM","","Rear Delt Reverse Fly (Machine)",,"",0,"normal",30,12,,,9
"Upper Body Pull (Back, Bicep, Rear Delts)","Apr 13, 2026, 5:11 PM","Apr 13, 2026, 6:25 PM","","Rear Delt Reverse Fly (Machine)",,"",1,"normal",30,12,,,10
"Upper Body Pull (Back, Bicep, Rear Delts)","Apr 13, 2026, 5:11 PM","Apr 13, 2026, 6:25 PM","","Rear Delt Reverse Fly (Machine)",,"",2,"normal",30,9,,,10
"Upper Body Pull (Back, Bicep, Rear Delts)","Apr 13, 2026, 5:11 PM","Apr 13, 2026, 6:25 PM","","Iso-Lateral Row (Machine)",,"",0,"normal",32.5,10,,,9.5
"Upper Body Pull (Back, Bicep, Rear Delts)","Apr 13, 2026, 5:11 PM","Apr 13, 2026, 6:25 PM","","Iso-Lateral Row (Machine)",,"",1,"normal",32.5,10,,,10
"Upper Body Pull (Back, Bicep, Rear Delts)","Apr 13, 2026, 5:11 PM","Apr 13, 2026, 6:25 PM","","Iso-Lateral Row (Machine)",,"",2,"normal",32.5,10,,,10
"Upper Body Pull (Back, Bicep, Rear Delts)","Apr 13, 2026, 5:11 PM","Apr 13, 2026, 6:25 PM","","Iso-Lateral Row (Machine)",,"",3,"normal",32.5,12,,,10
"Upper Body Pull (Back, Bicep, Rear Delts)","Apr 13, 2026, 5:11 PM","Apr 13, 2026, 6:25 PM","","Bicep Curl (Barbell)",,"",0,"normal",20,8,,,8.5
"Upper Body Pull (Back, Bicep, Rear Delts)","Apr 13, 2026, 5:11 PM","Apr 13, 2026, 6:25 PM","","Bicep Curl (Barbell)",,"",1,"normal",20,8,,,9.5
"Upper Body Pull (Back, Bicep, Rear Delts)","Apr 13, 2026, 5:11 PM","Apr 13, 2026, 6:25 PM","","Treadmill",,"",0,"normal",,,0.63,600,
"Upper Body Pull (Back, Bicep, Rear Delts)","Apr 13, 2026, 5:11 PM","Apr 13, 2026, 6:25 PM","","Stair Machine (Floors)",,"",0,"normal",,,,600,
"Upper Body Push (Chest, Shoulder, Tricep)","Apr 10, 2026, 5:16 PM","Apr 10, 2026, 6:22 PM","","Chest Fly (Machine)",,"",0,"normal",48.75,7,,,9
"Upper Body Push (Chest, Shoulder, Tricep)","Apr 10, 2026, 5:16 PM","Apr 10, 2026, 6:22 PM","","Chest Fly (Machine)",,"",1,"normal",45,8,,,9.5
"Upper Body Push (Chest, Shoulder, Tricep)","Apr 10, 2026, 5:16 PM","Apr 10, 2026, 6:22 PM","","Chest Fly (Machine)",,"",2,"normal",45,8,,,10
"Upper Body Push (Chest, Shoulder, Tricep)","Apr 10, 2026, 5:16 PM","Apr 10, 2026, 6:22 PM","","Chest Press (Machine)",,"",0,"normal",22.5,20,,,6
"Upper Body Push (Chest, Shoulder, Tricep)","Apr 10, 2026, 5:16 PM","Apr 10, 2026, 6:22 PM","","Chest Press (Machine)",,"",1,"normal",48.75,6,,,10
"Upper Body Push (Chest, Shoulder, Tricep)","Apr 10, 2026, 5:16 PM","Apr 10, 2026, 6:22 PM","","Chest Press (Machine)",,"",2,"normal",37.5,12,,,9
"Upper Body Push (Chest, Shoulder, Tricep)","Apr 10, 2026, 5:16 PM","Apr 10, 2026, 6:22 PM","","Chest Press (Machine)",,"",3,"normal",37.5,12,,,9.5
"Upper Body Push (Chest, Shoulder, Tricep)","Apr 10, 2026, 5:16 PM","Apr 10, 2026, 6:22 PM","","Chest Press (Machine)",,"",4,"normal",37.5,8,,,10
"Upper Body Push (Chest, Shoulder, Tricep)","Apr 10, 2026, 5:16 PM","Apr 10, 2026, 6:22 PM","","Seated Shoulder Press (Machine)",,"",0,"normal",18.75,12,,,9.5
"Upper Body Push (Chest, Shoulder, Tricep)","Apr 10, 2026, 5:16 PM","Apr 10, 2026, 6:22 PM","","Seated Shoulder Press (Machine)",,"",1,"normal",18.75,8,,,10
"Upper Body Push (Chest, Shoulder, Tricep)","Apr 10, 2026, 5:16 PM","Apr 10, 2026, 6:22 PM","","Seated Shoulder Press (Machine)",,"",2,"normal",18.75,8,,,10
"Upper Body Push (Chest, Shoulder, Tricep)","Apr 10, 2026, 5:16 PM","Apr 10, 2026, 6:22 PM","","Decline Bench Press (Machine)",,"",0,"normal",20,12,,,9.5
"Upper Body Push (Chest, Shoulder, Tricep)","Apr 10, 2026, 5:16 PM","Apr 10, 2026, 6:22 PM","","Decline Bench Press (Machine)",,"",1,"normal",20,10,,,9.5
"Upper Body Push (Chest, Shoulder, Tricep)","Apr 10, 2026, 5:16 PM","Apr 10, 2026, 6:22 PM","","Decline Bench Press (Machine)",,"",2,"normal",17.5,8,,,10
"Upper Body Push (Chest, Shoulder, Tricep)","Apr 10, 2026, 5:16 PM","Apr 10, 2026, 6:22 PM","","Triceps Rope Pushdown",,"",0,"normal",18.75,12,,,9
"Upper Body Push (Chest, Shoulder, Tricep)","Apr 10, 2026, 5:16 PM","Apr 10, 2026, 6:22 PM","","Triceps Rope Pushdown",,"",1,"normal",18.75,8,,,9.5
"Upper Body Push (Chest, Shoulder, Tricep)","Apr 10, 2026, 5:16 PM","Apr 10, 2026, 6:22 PM","","Triceps Rope Pushdown",,"",2,"normal",16.25,8,,,10
"Upper Body Push (Chest, Shoulder, Tricep)","Apr 10, 2026, 5:16 PM","Apr 10, 2026, 6:22 PM","","Bicep Curl (Barbell)",,"",0,"normal",20,12,,,9.5
"Upper Body Push (Chest, Shoulder, Tricep)","Apr 10, 2026, 5:16 PM","Apr 10, 2026, 6:22 PM","","Bicep Curl (Barbell)",,"",1,"normal",20,12,,,10
"Upper Body Push (Chest, Shoulder, Tricep)","Apr 10, 2026, 5:16 PM","Apr 10, 2026, 6:22 PM","","Bicep Curl (Barbell)",,"",2,"normal",20,8,,,10
"Upper Body Pull (Back, Bicep, Rear Delts)","Mar 20, 2026, 4:41 PM","Mar 20, 2026, 5:37 PM","","Lat Pulldown (Machine)",,"",0,"normal",26.25,15,,,6
"Upper Body Pull (Back, Bicep, Rear Delts)","Mar 20, 2026, 4:41 PM","Mar 20, 2026, 5:37 PM","","Lat Pulldown (Machine)",,"",1,"normal",52.5,10,,,9
"Upper Body Pull (Back, Bicep, Rear Delts)","Mar 20, 2026, 4:41 PM","Mar 20, 2026, 5:37 PM","","Lat Pulldown (Machine)",,"",2,"normal",52.5,8,,,9.5
"Upper Body Pull (Back, Bicep, Rear Delts)","Mar 20, 2026, 4:41 PM","Mar 20, 2026, 5:37 PM","","Lat Pulldown (Machine)",,"",3,"normal",52.5,9,,,10
"Upper Body Pull (Back, Bicep, Rear Delts)","Mar 20, 2026, 4:41 PM","Mar 20, 2026, 5:37 PM","","Rear Delt Reverse Fly (Machine)",,"",0,"normal",30,12,,,9.5
"Upper Body Pull (Back, Bicep, Rear Delts)","Mar 20, 2026, 4:41 PM","Mar 20, 2026, 5:37 PM","","Rear Delt Reverse Fly (Machine)",,"",1,"normal",30,12,,,10
"Upper Body Pull (Back, Bicep, Rear Delts)","Mar 20, 2026, 4:41 PM","Mar 20, 2026, 5:37 PM","","Rear Delt Reverse Fly (Machine)",,"",2,"normal",30,11,,,10
"Upper Body Pull (Back, Bicep, Rear Delts)","Mar 20, 2026, 4:41 PM","Mar 20, 2026, 5:37 PM","","Iso-Lateral Row (Machine)",,"",0,"normal",32.5,10,,,9
"Upper Body Pull (Back, Bicep, Rear Delts)","Mar 20, 2026, 4:41 PM","Mar 20, 2026, 5:37 PM","","Iso-Lateral Row (Machine)",,"",1,"normal",32.5,10,,,9.5
"Upper Body Pull (Back, Bicep, Rear Delts)","Mar 20, 2026, 4:41 PM","Mar 20, 2026, 5:37 PM","","Iso-Lateral Row (Machine)",,"",2,"normal",32.5,10,,,10
"Upper Body Pull (Back, Bicep, Rear Delts)","Mar 20, 2026, 4:41 PM","Mar 20, 2026, 5:37 PM","","Bicep Curl (Dumbbell)",,"",0,"normal",10,8,,,9
"Upper Body Pull (Back, Bicep, Rear Delts)","Mar 20, 2026, 4:41 PM","Mar 20, 2026, 5:37 PM","","Bicep Curl (Dumbbell)",,"",1,"normal",10,8,,,9.5
"Upper Body Pull (Back, Bicep, Rear Delts)","Mar 20, 2026, 4:41 PM","Mar 20, 2026, 5:37 PM","","Leg Press Horizontal (Machine)",,"",0,"normal",60,12,,,9
"Upper Body Pull (Back, Bicep, Rear Delts)","Mar 20, 2026, 4:41 PM","Mar 20, 2026, 5:37 PM","","Leg Press Horizontal (Machine)",,"",1,"normal",60,12,,,10
"Upper Body Pull (Back, Bicep, Rear Delts)","Mar 20, 2026, 4:41 PM","Mar 20, 2026, 5:37 PM","","Leg Press Horizontal (Machine)",,"",2,"normal",60,12,,,10
"Upper Body Pull (Back, Bicep, Rear Delts)","Mar 20, 2026, 4:41 PM","Mar 20, 2026, 5:37 PM","","Leg Extension (Machine)",,"",0,"normal",48.75,12,,,9.5
"Upper Body Pull (Back, Bicep, Rear Delts)","Mar 20, 2026, 4:41 PM","Mar 20, 2026, 5:37 PM","","Leg Extension (Machine)",,"",1,"normal",48.75,10,,,10
"Upper Body Pull (Back, Bicep, Rear Delts)","Mar 20, 2026, 4:41 PM","Mar 20, 2026, 5:37 PM","","Leg Extension (Machine)",,"",2,"normal",48.75,10,,,10
"Upper Body Push (Chest, Shoulder, Tricep)","Mar 17, 2026, 3:30 PM","Mar 17, 2026, 4:19 PM","","Chest Fly (Machine)",,"",0,"normal",22.5,15,,,6
"Upper Body Push (Chest, Shoulder, Tricep)","Mar 17, 2026, 3:30 PM","Mar 17, 2026, 4:19 PM","","Chest Fly (Machine)",,"",1,"normal",48.75,12,,,9
"Upper Body Push (Chest, Shoulder, Tricep)","Mar 17, 2026, 3:30 PM","Mar 17, 2026, 4:19 PM","","Chest Fly (Machine)",,"",2,"normal",48.75,10,,,9.5
"Upper Body Push (Chest, Shoulder, Tricep)","Mar 17, 2026, 3:30 PM","Mar 17, 2026, 4:19 PM","","Chest Fly (Machine)",,"",3,"normal",48.75,8,,,10
"Upper Body Push (Chest, Shoulder, Tricep)","Mar 17, 2026, 3:30 PM","Mar 17, 2026, 4:19 PM","","Chest Press (Machine)",,"",0,"normal",37.5,12,,,9.5
"Upper Body Push (Chest, Shoulder, Tricep)","Mar 17, 2026, 3:30 PM","Mar 17, 2026, 4:19 PM","","Chest Press (Machine)",,"",1,"normal",37.5,12,,,9.5
"Upper Body Push (Chest, Shoulder, Tricep)","Mar 17, 2026, 3:30 PM","Mar 17, 2026, 4:19 PM","","Chest Press (Machine)",,"",2,"normal",37.5,9,,,10
"Upper Body Push (Chest, Shoulder, Tricep)","Mar 17, 2026, 3:30 PM","Mar 17, 2026, 4:19 PM","","Decline Bench Press (Machine)",,"",0,"normal",20,10,,,9
"Upper Body Push (Chest, Shoulder, Tricep)","Mar 17, 2026, 3:30 PM","Mar 17, 2026, 4:19 PM","","Decline Bench Press (Machine)",,"",1,"normal",20,8,,,9.5
"Upper Body Push (Chest, Shoulder, Tricep)","Mar 17, 2026, 3:30 PM","Mar 17, 2026, 4:19 PM","","Decline Bench Press (Machine)",,"",2,"normal",17.5,8,,,10
"Upper Body Push (Chest, Shoulder, Tricep)","Mar 17, 2026, 3:30 PM","Mar 17, 2026, 4:19 PM","","Triceps Rope Pushdown",,"",0,"normal",18.75,12,,,9.5
"Upper Body Push (Chest, Shoulder, Tricep)","Mar 17, 2026, 3:30 PM","Mar 17, 2026, 4:19 PM","","Triceps Rope Pushdown",,"",1,"normal",18.75,8,,,10
"Upper Body Push (Chest, Shoulder, Tricep)","Mar 17, 2026, 3:30 PM","Mar 17, 2026, 4:19 PM","","Triceps Rope Pushdown",,"",2,"normal",18.75,6,,,10
"Upper Body Push (Chest, Shoulder, Tricep)","Mar 17, 2026, 3:30 PM","Mar 17, 2026, 4:19 PM","","Bicep Curl (Barbell)",,"",0,"normal",20,12,,,9.5
"Upper Body Push (Chest, Shoulder, Tricep)","Mar 17, 2026, 3:30 PM","Mar 17, 2026, 4:19 PM","","Bicep Curl (Barbell)",,"",1,"normal",20,12,,,10
"Upper Body Push (Chest, Shoulder, Tricep)","Mar 17, 2026, 3:30 PM","Mar 17, 2026, 4:19 PM","","Bicep Curl (Barbell)",,"",2,"normal",20,9,,,10
"Upper Body Pull (Back, Bicep, Rear Delts)","Mar 13, 2026, 2:21 PM","Mar 13, 2026, 3:10 PM","","Lat Pulldown (Machine)",,"",0,"normal",18.75,20,,,6
"Upper Body Pull (Back, Bicep, Rear Delts)","Mar 13, 2026, 2:21 PM","Mar 13, 2026, 3:10 PM","","Lat Pulldown (Machine)",,"",1,"normal",52.5,8,,,9
"Upper Body Pull (Back, Bicep, Rear Delts)","Mar 13, 2026, 2:21 PM","Mar 13, 2026, 3:10 PM","","Lat Pulldown (Machine)",,"",2,"normal",52.5,8,,,9.5
"Upper Body Pull (Back, Bicep, Rear Delts)","Mar 13, 2026, 2:21 PM","Mar 13, 2026, 3:10 PM","","Lat Pulldown (Machine)",,"",3,"normal",52.5,9,,,10
"Upper Body Pull (Back, Bicep, Rear Delts)","Mar 13, 2026, 2:21 PM","Mar 13, 2026, 3:10 PM","","Rear Delt Reverse Fly (Machine)",,"",0,"normal",30,12,,,9
"Upper Body Pull (Back, Bicep, Rear Delts)","Mar 13, 2026, 2:21 PM","Mar 13, 2026, 3:10 PM","","Rear Delt Reverse Fly (Machine)",,"",1,"normal",30,12,,,9.5
"Upper Body Pull (Back, Bicep, Rear Delts)","Mar 13, 2026, 2:21 PM","Mar 13, 2026, 3:10 PM","","Rear Delt Reverse Fly (Machine)",,"",2,"normal",30,10,,,10
"Upper Body Pull (Back, Bicep, Rear Delts)","Mar 13, 2026, 2:21 PM","Mar 13, 2026, 3:10 PM","","Iso-Lateral Row (Machine)",,"",0,"normal",32.5,8,,,9
"Upper Body Pull (Back, Bicep, Rear Delts)","Mar 13, 2026, 2:21 PM","Mar 13, 2026, 3:10 PM","","Iso-Lateral Row (Machine)",,"",1,"normal",32.5,8,,,9
"Upper Body Pull (Back, Bicep, Rear Delts)","Mar 13, 2026, 2:21 PM","Mar 13, 2026, 3:10 PM","","Iso-Lateral Row (Machine)",,"",2,"normal",32.5,12,,,10
"Upper Body Pull (Back, Bicep, Rear Delts)","Mar 13, 2026, 2:21 PM","Mar 13, 2026, 3:10 PM","","Seated Bicep Curl",,"",0,"normal",12,8,,,9
"Upper Body Pull (Back, Bicep, Rear Delts)","Mar 13, 2026, 2:21 PM","Mar 13, 2026, 3:10 PM","","Seated Bicep Curl",,"",1,"normal",12,8,,,9.5
"Upper Body Pull (Back, Bicep, Rear Delts)","Mar 13, 2026, 2:21 PM","Mar 13, 2026, 3:10 PM","","Seated Bicep Curl",,"",2,"normal",12,8,,,10
"Upper Body Pull (Back, Bicep, Rear Delts)","Mar 13, 2026, 2:21 PM","Mar 13, 2026, 3:10 PM","","Decline Bench Press (Machine)",,"",0,"normal",17.5,12,,,9
"Upper Body Pull (Back, Bicep, Rear Delts)","Mar 13, 2026, 2:21 PM","Mar 13, 2026, 3:10 PM","","Decline Bench Press (Machine)",,"",1,"normal",17.5,12,,,9.5
"Upper Body Pull (Back, Bicep, Rear Delts)","Mar 13, 2026, 2:21 PM","Mar 13, 2026, 3:10 PM","","Decline Bench Press (Machine)",,"",2,"normal",17.5,12,,,10
"Upper Body Push (Chest, Shoulder, Tricep)","Mar 9, 2026, 10:58 AM","Mar 9, 2026, 12:38 PM","","Chest Fly (Machine)",,"",0,"normal",26.25,13,,,6
"Upper Body Push (Chest, Shoulder, Tricep)","Mar 9, 2026, 10:58 AM","Mar 9, 2026, 12:38 PM","","Chest Fly (Machine)",,"",1,"normal",48.75,10,,,9
"Upper Body Push (Chest, Shoulder, Tricep)","Mar 9, 2026, 10:58 AM","Mar 9, 2026, 12:38 PM","","Chest Fly (Machine)",,"",2,"normal",48.75,10,,,9.5
"Upper Body Push (Chest, Shoulder, Tricep)","Mar 9, 2026, 10:58 AM","Mar 9, 2026, 12:38 PM","","Chest Fly (Machine)",,"",3,"normal",48.75,10,,,10
"Upper Body Push (Chest, Shoulder, Tricep)","Mar 9, 2026, 10:58 AM","Mar 9, 2026, 12:38 PM","","Chest Press (Machine)",,"",0,"normal",37.5,12,,,9
"Upper Body Push (Chest, Shoulder, Tricep)","Mar 9, 2026, 10:58 AM","Mar 9, 2026, 12:38 PM","","Chest Press (Machine)",,"",1,"normal",37.5,10,,,9.5
"Upper Body Push (Chest, Shoulder, Tricep)","Mar 9, 2026, 10:58 AM","Mar 9, 2026, 12:38 PM","","Chest Press (Machine)",,"",2,"normal",37.5,12,,,10
"Upper Body Push (Chest, Shoulder, Tricep)","Mar 9, 2026, 10:58 AM","Mar 9, 2026, 12:38 PM","","Chest Press (Machine)",,"",3,"normal",37.5,7,,,10
"Upper Body Push (Chest, Shoulder, Tricep)","Mar 9, 2026, 10:58 AM","Mar 9, 2026, 12:38 PM","","Seated Shoulder Press (Machine)",,"",0,"normal",18.75,8,,,9.5
"Upper Body Push (Chest, Shoulder, Tricep)","Mar 9, 2026, 10:58 AM","Mar 9, 2026, 12:38 PM","","Seated Shoulder Press (Machine)",,"",1,"normal",18.75,8,,,10
"Upper Body Push (Chest, Shoulder, Tricep)","Mar 9, 2026, 10:58 AM","Mar 9, 2026, 12:38 PM","","Seated Shoulder Press (Machine)",,"",2,"normal",18.75,8,,,10
"Upper Body Push (Chest, Shoulder, Tricep)","Mar 9, 2026, 10:58 AM","Mar 9, 2026, 12:38 PM","","Decline Bench Press (Machine)",,"",0,"normal",17.5,12,,,9
"Upper Body Push (Chest, Shoulder, Tricep)","Mar 9, 2026, 10:58 AM","Mar 9, 2026, 12:38 PM","","Decline Bench Press (Machine)",,"",1,"normal",17.5,8,,,10
"Upper Body Push (Chest, Shoulder, Tricep)","Mar 9, 2026, 10:58 AM","Mar 9, 2026, 12:38 PM","","Decline Bench Press (Machine)",,"",2,"normal",17.5,8,,,10
"Upper Body Push (Chest, Shoulder, Tricep)","Mar 9, 2026, 10:58 AM","Mar 9, 2026, 12:38 PM","","Decline Bench Press (Machine)",,"",3,"normal",15,6,,,
"Upper Body Push (Chest, Shoulder, Tricep)","Mar 9, 2026, 10:58 AM","Mar 9, 2026, 12:38 PM","","Triceps Rope Pushdown",,"",0,"normal",18.75,12,,,9
"Upper Body Push (Chest, Shoulder, Tricep)","Mar 9, 2026, 10:58 AM","Mar 9, 2026, 12:38 PM","","Triceps Rope Pushdown",,"",1,"normal",18.75,8,,,10
"Upper Body Push (Chest, Shoulder, Tricep)","Mar 9, 2026, 10:58 AM","Mar 9, 2026, 12:38 PM","","Triceps Rope Pushdown",,"",2,"normal",18.75,8,,,10
"Upper Body Push (Chest, Shoulder, Tricep)","Mar 9, 2026, 10:58 AM","Mar 9, 2026, 12:38 PM","","Bench Press (Dumbbell)",,"",0,"normal",12,6,,,10
"Upper Body Push (Chest, Shoulder, Tricep)","Mar 9, 2026, 10:58 AM","Mar 9, 2026, 12:38 PM","","Bench Press (Dumbbell)",,"",1,"normal",10,12,,,10
"Upper Body Push (Chest, Shoulder, Tricep)","Mar 9, 2026, 10:58 AM","Mar 9, 2026, 12:38 PM","","Bicep Curl (Barbell)",,"",0,"normal",20,12,,,9.5
"Upper Body Push (Chest, Shoulder, Tricep)","Mar 9, 2026, 10:58 AM","Mar 9, 2026, 12:38 PM","","Bicep Curl (Barbell)",,"",1,"normal",20,12,,,10
"Upper Body Push (Chest, Shoulder, Tricep)","Mar 9, 2026, 10:58 AM","Mar 9, 2026, 12:38 PM","","Bicep Curl (Barbell)",,"",2,"normal",20,8,,,10
"Upper Body Push (Chest, Shoulder, Tricep)","Mar 9, 2026, 10:58 AM","Mar 9, 2026, 12:38 PM","","Treadmill",,"",0,"normal",,,1.36,1281,
"Upper Body Pull (Back, Bicep, Rear Delts)","Mar 4, 2026, 2:31 PM","Mar 4, 2026, 3:32 PM","","Lat Pulldown (Machine)",,"",0,"normal",18.75,20,,,6
"Upper Body Pull (Back, Bicep, Rear Delts)","Mar 4, 2026, 2:31 PM","Mar 4, 2026, 3:32 PM","","Lat Pulldown (Machine)",,"",1,"normal",48.75,12,,,9
"Upper Body Pull (Back, Bicep, Rear Delts)","Mar 4, 2026, 2:31 PM","Mar 4, 2026, 3:32 PM","","Lat Pulldown (Machine)",,"",2,"normal",48.75,12,,,9.5
"Upper Body Pull (Back, Bicep, Rear Delts)","Mar 4, 2026, 2:31 PM","Mar 4, 2026, 3:32 PM","","Lat Pulldown (Machine)",,"",3,"normal",48.75,12,,,9.5
"Upper Body Pull (Back, Bicep, Rear Delts)","Mar 4, 2026, 2:31 PM","Mar 4, 2026, 3:32 PM","","Rear Delt Reverse Fly (Machine)",,"",0,"normal",30,12,,,9
"Upper Body Pull (Back, Bicep, Rear Delts)","Mar 4, 2026, 2:31 PM","Mar 4, 2026, 3:32 PM","","Rear Delt Reverse Fly (Machine)",,"",1,"normal",30,12,,,9.5
"Upper Body Pull (Back, Bicep, Rear Delts)","Mar 4, 2026, 2:31 PM","Mar 4, 2026, 3:32 PM","","Rear Delt Reverse Fly (Machine)",,"",2,"normal",30,8,,,10
"Upper Body Pull (Back, Bicep, Rear Delts)","Mar 4, 2026, 2:31 PM","Mar 4, 2026, 3:32 PM","","Iso-Lateral Row (Machine)",,"",0,"normal",30,12,,,9
"Upper Body Pull (Back, Bicep, Rear Delts)","Mar 4, 2026, 2:31 PM","Mar 4, 2026, 3:32 PM","","Iso-Lateral Row (Machine)",,"",1,"normal",30,12,,,9.5
"Upper Body Pull (Back, Bicep, Rear Delts)","Mar 4, 2026, 2:31 PM","Mar 4, 2026, 3:32 PM","","Iso-Lateral Row (Machine)",,"",2,"normal",30,12,,,10
"Upper Body Pull (Back, Bicep, Rear Delts)","Mar 4, 2026, 2:31 PM","Mar 4, 2026, 3:32 PM","","Seated Bicep Curl",,"",0,"normal",12,8,,,9
"Upper Body Pull (Back, Bicep, Rear Delts)","Mar 4, 2026, 2:31 PM","Mar 4, 2026, 3:32 PM","","Seated Bicep Curl",,"",1,"normal",12,8,,,9.5
"Upper Body Pull (Back, Bicep, Rear Delts)","Mar 4, 2026, 2:31 PM","Mar 4, 2026, 3:32 PM","","Seated Bicep Curl",,"",2,"normal",12,5,,,10
"Upper Body Pull (Back, Bicep, Rear Delts)","Mar 4, 2026, 2:31 PM","Mar 4, 2026, 3:32 PM","","Decline Bench Press (Machine)",,"",0,"normal",17.5,8,,,9
"Upper Body Pull (Back, Bicep, Rear Delts)","Mar 4, 2026, 2:31 PM","Mar 4, 2026, 3:32 PM","","Decline Bench Press (Machine)",,"",1,"normal",17.5,8,,,9.5
"Upper Body Pull (Back, Bicep, Rear Delts)","Mar 4, 2026, 2:31 PM","Mar 4, 2026, 3:32 PM","","Stair Machine (Floors)",,"",0,"normal",,,,600,
"Upper Body Push (Chest, Shoulder, Tricep)","Mar 2, 2026, 2:47 PM","Mar 2, 2026, 3:50 PM","","Chest Fly (Machine)",,"",0,"normal",26.25,12,,,6
"Upper Body Push (Chest, Shoulder, Tricep)","Mar 2, 2026, 2:47 PM","Mar 2, 2026, 3:50 PM","","Chest Fly (Machine)",,"",1,"normal",48.75,10,,,8.5
"Upper Body Push (Chest, Shoulder, Tricep)","Mar 2, 2026, 2:47 PM","Mar 2, 2026, 3:50 PM","","Chest Fly (Machine)",,"",2,"normal",48.75,10,,,9
"Upper Body Push (Chest, Shoulder, Tricep)","Mar 2, 2026, 2:47 PM","Mar 2, 2026, 3:50 PM","","Chest Fly (Machine)",,"",3,"normal",48.75,8,,,10
"Upper Body Push (Chest, Shoulder, Tricep)","Mar 2, 2026, 2:47 PM","Mar 2, 2026, 3:50 PM","","Chest Press (Machine)",,"",0,"normal",37.5,10,,,9.5
